cep,estado,cidade,ddd,logradouro
57072136,AL,Maceió,82,Rua Projetada R
9725270.0,NE,NE,NE,NE
13940000,SP,Águas de Lindóia,19,NE
94170302,RS,Gravataí,51,Estrada Vânius Abílio dos Santos
88740000,SC,Armazém,,NE
88780000,SC,Imbituba,,NE
88780000,SC,Imbituba,,NE
72025333,DF,Brasília,61,Área Especial QSE Área Especial 11
96065520,RS,Pelotas,53,Rua São Luiz
12460000,SP,Campos do Jordão,12,NE
39403080,MG,Montes Claros,38,Avenida Padre Chico
48914253,BA,Juazeiro,74,Rua Mandacaru
29046670,ES,Vitória,27,Rua Benedito Muniz
69039803,AM,Manaus,92,Rua Alexandrina Camaroa
69039803,AM,Manaus,92,Rua Alexandrina Camaroa
8588814.0,NE,NE,NE,NE
7175050.0,NE,NE,NE,NE
59152780,RN,Parnamirim,84,Avenida Gandhi
59152780,RN,Parnamirim,84,Avenida Gandhi
15225000,SP,Ubarana,17,NE
15225000,SP,Ubarana,17,NE
15225000,SP,Ubarana,17,NE
85015635,PR,Guarapuava,42,Rua Wilde Martini
30130131,MG,Belo Horizonte,31,Rua Rio Grande do Norte
55900000,PE,Goiana,81,NE
28925586,RJ,Cabo Frio,22,Rua Castelo Branco
69313500,RR,Boa Vista,95,Rua João Evangelista Pereira de Melo
71909720,DF,Brasília,61,Rua 13
71909720,DF,Brasília,61,Rua 13
89899000,SC,Iporã do Oeste,,NE
88356020,SC,Brusque,47,Rua João Fernando Giosele
89110794,SC,Gaspar,47,Rua Bahia
65725000,MA,Pedreiras,99,NE
23063170,RJ,Rio de Janeiro,21,Rua Caracaraí
3975070.0,NE,NE,NE,NE
24140169,RJ,Niterói,21,Estrada Viçoso Jardim
44033077,BA,Feira de Santana,75,Rua Piloto
24140169,RJ,Niterói,21,Estrada Viçoso Jardim
21510002,RJ,Rio de Janeiro,21,Rua dos Diamantes
44580000,BA,São Miguel das Matas,,NE
55028180,PE,Caruaru,81,Rua Doutor Manoel José
4410110.0,NE,NE,NE,NE
13840001,SP,Mogi Guaçu,19,Rua Chico de Paula
52121580.0,NE,NE,NE,NE
12580000,SP,Roseira,12,NE
65430000,MA,Vargem Grande,98,NE
52121580.0,NE,NE,NE,NE
52121580.0,NE,NE,NE,NE
13054402,SP,Campinas,19,Rua Anita Malfati
69035430,AM,Manaus,92,Rua Padre Júlio de Albuquerque
69035430,AM,Manaus,92,Rua Padre Júlio de Albuquerque
69035430,AM,Manaus,92,Rua Padre Júlio de Albuquerque
58200000,PB,Guarabira,83,NE
4944000.0,NE,NE,NE,NE
65715000,MA,Lago da Pedra,99,NE
94965020,RS,Cachoeirinha,51,Rua Áustria
66123260,PA,Belém,91,Passagem Aragão Filho
33130060,MG,Santa Luzia,31,Rua Guapuhi
69095625,AM,Manaus,92,Rua Campo Dourado
17610515,SP,Tupã,14,Rua Agricultor Pedro Antonio de Oliveira
69099782,AM,Manaus,92,Rua Salmom
17260000,SP,Itaju,,NE
69027250,AM,Manaus,92,Rua Boa Vista
25540510,RJ,São João de Meriti,21,Rua Pires do Rio
15604128,SP,Fernandópolis,17,Avenida Eurídes Fração
21670230,RJ,Rio de Janeiro,21,Rua Soldado José Lópes Filho
38410232,MG,Uberlândia,34,Rua Liopino Lourenço de Araújo
45055796,BA,Vitória da Conquista,77,Rua Damasco
28500000,RJ,Cantagalo,22,NE
7240030.0,NE,NE,NE,NE
7240030.0,NE,NE,NE,NE
69093230,AM,Manaus,92,Rua Botelho de Magalhães
11380090,SP,São Vicente,13,Avenida Minas Gerais
55555000,PE,Xexéu,81,NE
71591455,DF,Brasília,61,Quadra Quadra 57
83750000,PR,Lapa,,NE
66095346,PA,Belém,91,Travessa Vileta
5144085.0,NE,NE,NE,NE
83331190,PR,Pinhais,41,Rua dos Luteranos
69020190,AM,Manaus,92,Avenida Nhamundá
3678020.0,NE,NE,NE,NE
21530160,RJ,Rio de Janeiro,21,Rua Ender
23063200,RJ,Rio de Janeiro,21,Rua Professor Paulo Ribeiro
9840510.0,NE,NE,NE,NE
9840510.0,NE,NE,NE,NE
9840510.0,NE,NE,NE,NE
66095245,PA,Belém,91,Vila São Silvestre
66093345,PA,Belém,91,Travessa Vileta
66093345,PA,Belém,91,Travessa Vileta
35183126,MG,Timóteo,31,Rua Estrela
8574150.0,NE,NE,NE,NE
9840510.0,NE,NE,NE,NE
75135590,GO,Anápolis,62,Rua Ilda Pereira Braga
30622310,MG,Belo Horizonte,31,Rua Camilo Rodrigues Chaves
30622310,MG,Belo Horizonte,31,Rua Camilo Rodrigues Chaves
29165827,ES,Serra,27,Rua Marataízes
29165827,ES,Serra,27,Rua Marataízes
29165827,ES,Serra,27,Rua Marataízes
18075660,SP,Sorocaba,15,Rua Francisco Catalano
51011330,PE,Recife,81,Rua João Bandeira de Melo
52150002,PE,Recife,81,1ª Travessa Chagas Ferreira
7210420.0,NE,NE,NE,NE
68035740,PA,Santarém,93,Alameda Juá
93295430,RS,Esteio,51,Rua Geraldo José de Almeida
68035740,PA,Santarém,93,Alameda Juá
68035740,PA,Santarém,93,Alameda Juá
68035740,PA,Santarém,93,Alameda Juá
68035740,PA,Santarém,93,Alameda Juá
58400455,PB,Campina Grande,83,Rua Benedito Machado
37910000,MG,Delfinópolis,35,NE
36830000,MG,Espera Feliz,32,NE
58111430,PB,Bayeux,83,Rua José Evandro de Vasconcelos
58039000,PB,João Pessoa,83,Avenida Presidente Epitácio Pessoa
28921400,RJ,Cabo Frio,22,Rua das Cerejeiras
60423813.0,NE,NE,NE,NE
48904541,BA,Juazeiro,74,Rua Gardênia
56200000,PE,Ouricuri,87,NE
92020240,RS,Canoas,51,Rua Liberdade
8465180.0,NE,NE,NE,NE
56200000,PE,Ouricuri,87,NE
33860450,MG,Ribeirão das Neves,31,Rua Doutor Luiz Lelles
56787000.0,NE,NE,NE,NE
86666000.0,NE,NE,NE,NE
13483057,SP,Limeira,19,Rua Antônio Carlos Pompeu
13483057,SP,Limeira,19,Rua Antônio Carlos Pompeu
35661768,MG,Pará de Minas,37,Rua São Pedro
86630000,PR,Centenário do Sul,,NE
35661768,MG,Pará de Minas,37,Rua São Pedro
35661768,MG,Pará de Minas,37,Rua São Pedro
14177220,SP,Sertãozinho,16,Avenida José Ferreira Fontes
48904619,BA,Juazeiro,74,Rua Pajeú
29307020,ES,Cachoeiro de Itapemirim,28,Rua Hugo Cocco
7174000.0,NE,NE,NE,NE
85815460,PR,Cascavel,45,Rua Altemar Dutra
8690881.0,NE,NE,NE,NE
12630000,SP,Cachoeira Paulista,12,NE
22773480,RJ,Rio de Janeiro,21,Travessa Tirza
59072690,RN,Natal,84,Rua São Geraldo
29703192,ES,Colatina,27,Rua Simplício Pereira Cardoso
29703192,ES,Colatina,27,Rua Simplício Pereira Cardoso
31849220.0,NE,NE,NE,NE
21866020,RJ,Rio de Janeiro,21,Rua Prata do Piauí
68552020,PA,Redenção,94,Avenida Francisco Borges da Costa
5850160.0,NE,NE,NE,NE
5850160.0,NE,NE,NE,NE
5850160.0,NE,NE,NE,NE
6700283.0,NE,NE,NE,NE
29175178,ES,Serra,27,Rua Celestino Abaurre
6700283.0,NE,NE,NE,NE
26525470,RJ,Nilópolis,21,Rua Paraíba do Sul
29175178,ES,Serra,27,Rua Celestino Abaurre
89490000,SC,Três Barras,,NE
9321375.0,NE,NE,NE,NE
57280000,AL,Igreja Nova,,NE
28820000,RJ,Silva Jardim,22,NE
2213810.0,NE,NE,NE,NE
57010368,AL,Maceió,82,Rua Agnelo Barbosa
94500000,RS,Viamão,51,Rua Graciliano Ramos
69980000,AC,Cruzeiro do Sul,,NE
8536505.0,NE,NE,NE,NE
29950000,ES,Jaguaré,27,NE
35148000,MG,Dom Cavati,33,NE
45658000,BA,Ilhéus,73,Avenida Ubaitaba
54500000.0,NE,NE,NE,NE
46450000,BA,Sebastião Laranjeiras,,NE
6315270.0,NE,NE,NE,NE
14031830,SP,Ribeirão Preto,16,Rua A-6
14031830,SP,Ribeirão Preto,16,Rua A-6
27283180,RJ,Volta Redonda,24,Rua Rúbens de Melo e Sousa
27283180,RJ,Volta Redonda,24,Rua Rúbens de Melo e Sousa
62265000,CE,Varjota,,NE
65485000,MA,Itapecuru Mirim,98,NE
18270145.0,NE,NE,NE,NE
29100070,ES,Vila Velha,27,Rua Darcy Schneider
61933365,CE,Maracanaú,85,Rua Santa Clara
61933365,CE,Maracanaú,85,Rua Santa Clara
72600200,DF,Brasília,61,Quadra Quadra 102
79902080,MS,Ponta Porã,,Rua João Pessoa
28994314,RJ,Saquarema,22,Rua Jaçanã
28994314,RJ,Saquarema,22,Rua Jaçanã
3801070.0,NE,NE,NE,NE
36660000,MG,Além Paraíba,32,NE
3801070.0,NE,NE,NE,NE
38400000.0,NE,NE,NE,NE
28035260,RJ,Campos dos Goytacazes,22,Rua Voluntários da Pátria
17930000,SP,Tupi Paulista,,NE
17930000,SP,Tupi Paulista,,NE
17930000,SP,Tupi Paulista,,NE
72005660,DF,Brasília,61,Rua Rua 3 Chácara 44
72005660,DF,Brasília,61,Rua Rua 3 Chácara 44
45810000,BA,Porto Seguro,73,NE
45810000,BA,Porto Seguro,73,NE
60873652,CE,Fortaleza,85,Rua Antero Quental
60873652,CE,Fortaleza,85,Rua Antero Quental
65080030,MA,São Luís,98,Rua Alberto Sales
49070076,SE,Aracaju,79,Rua B
14210000,SP,Luís Antônio,,NE
55192000,PE,Santa Cruz do Capibaribe,,Avenida Padre Zuzinha
43700000,BA,Simões Filho,71,NE
49980000,SE,Neópolis,79,NE
83183000,PR,São José dos Pinhais,41,NE
3275000.0,NE,NE,NE,NE
29117330,ES,Vila Velha,27,Rua Estrela D'alva
17524571.0,NE,NE,NE,NE
38175000,MG,Santa Juliana,34,NE
17400000,SP,Garça,14,NE
29162470,ES,Serra,27,Rua Ébano
17400000,SP,Garça,14,NE
17400000,SP,Garça,14,NE
7152710.0,NE,NE,NE,NE
7152710.0,NE,NE,NE,NE
49095796,SE,Aracaju,79,Rua João Gêniton da Costa
49031070,SE,Aracaju,79,Rua Antônio Teixeira Gonçalves
49031070,SE,Aracaju,79,Rua Antônio Teixeira Gonçalves
4323060.0,NE,NE,NE,NE
6513055.0,NE,NE,NE,NE
12951599,SP,Atibaia,11,Rua Maria José Caetano
65062040,MA,São Luís,98,Rua Vinte e Sete
65062040,MA,São Luís,98,Rua Vinte e Sete
65062040,MA,São Luís,98,Rua Vinte e Sete
33170530,MG,Santa Luzia,31,Rua Bromélia
2036022.0,NE,NE,NE,NE
78710702,MT,Rondonópolis,66,Travessa Leblon
69073080,AM,Manaus,92,Rua 31 de Março
43700000,BA,Simões Filho,71,NE
99560000,RS,Sarandi,54,NE
8421570.0,NE,NE,NE,NE
1586577.0,NE,NE,NE,NE
2232000.0,NE,NE,NE,NE
36404354,MG,Conselheiro Lafaiete,31,Rua Apolinário Correia
36404354,MG,Conselheiro Lafaiete,31,Rua Apolinário Correia
17523005,SP,Marília,14,Rua Galdino Zaros
49300000,SE,Tobias Barreto,79,NE
40320560,BA,Salvador,71,Rua Engenheiro Carlos Guimarães
20766515,RJ,Rio de Janeiro,21,Rua Isac de Oliveira
58055500,PB,João Pessoa,83,Rua Romildo Caldas Tavares
65200000,MA,Pinheiro,98,NE
58055500,PB,João Pessoa,83,Rua Romildo Caldas Tavares
4840430.0,NE,NE,NE,NE
58042200,PB,João Pessoa,83,Rua Governador José Gomes da Silva
24938190,RJ,Maricá,21,Rua Dezesseis
69928000,AC,Plácido de Castro,,NE
21675260,RJ,Rio de Janeiro,21,Rua Francisco Mendes
69928000,AC,Plácido de Castro,,NE
69928000,AC,Plácido de Castro,,NE
12308160,SP,Jacareí,12,Rua Professor Job Aires Dias
25221070,RJ,Duque de Caxias,21,Avenida Branca Dias
30290610,MG,Belo Horizonte,31,Rua Joaquim Teixeira dos Anjos
12308160,SP,Jacareí,12,Rua Professor Job Aires Dias
30290610,MG,Belo Horizonte,31,Rua Joaquim Teixeira dos Anjos
30290610,MG,Belo Horizonte,31,Rua Joaquim Teixeira dos Anjos
30810030,MG,Belo Horizonte,31,Rua Flor-de-liz
54160546,PE,Jaboatão dos Guararapes,81,Via Local V
90870390,RS,Porto Alegre,51,Rua Nunes
31570050,MG,Belo Horizonte,31,Rua Jovina Gomes de Souza
13471620,SP,Americana,19,Rua Áustria
13471620,SP,Americana,19,Rua Áustria
68537000,PA,Canaã dos Carajás,94,NE
3209070.0,NE,NE,NE,NE
35557000,MG,Carmo do Cajuru,37,NE
78850000,MT,Primavera do Leste,,NE
35557000,MG,Carmo do Cajuru,37,NE
6126320.0,NE,NE,NE,NE
85816370,PR,Cascavel,45,Rua Céu Azul
6126320.0,NE,NE,NE,NE
6126320.0,NE,NE,NE,NE
45607090,BA,Itabuna,73,Rua Floresta
41130070,BA,Salvador,71,Rua Santa Clara
15054040,SP,São José do Rio Preto,17,Rua João Oliveira de Faria
45208333,BA,Jequié,73,2ª Travessa Ary Barroso
86200000,PR,Ibiporã,,NE
65074006.0,NE,NE,NE,NE
3977409.0,NE,NE,NE,NE
22790685,RJ,Rio de Janeiro,21,Rua Rivadavia Campos
69044070,AM,Manaus,92,Rua Deusdeth Cabral
69044070,AM,Manaus,92,Rua Deusdeth Cabral
3019020.0,NE,NE,NE,NE
60192035,CE,Fortaleza,85,Rua Vilebaldo Aguiar
6278130.0,NE,NE,NE,NE
6278130.0,NE,NE,NE,NE
41386670,BA,Salvador,71,Rua São Raimundo
29175422,ES,Serra,27,Avenida Hilário Soneghet
13179086,SP,Sumaré,19,Rua Angelica Josiane da Silva
42800929,BA,Camaçari,71,"Avenida das Palmeiras, s/n"
29172360,ES,Serra,27,Rua das Rosas
13179086,SP,Sumaré,19,Rua Angelica Josiane da Silva
88338233,SC,Balneário Camboriú,47,Rua Libéria
42800929,BA,Camaçari,71,"Avenida das Palmeiras, s/n"
88338233,SC,Balneário Camboriú,47,Rua Libéria
88338233,SC,Balneário Camboriú,47,Rua Libéria
33115210,MG,Santa Luzia,31,Rua Malásia
13176100,SP,Sumaré,19,Rua Um
57046144,AL,Maceió,82,Rua Ailton Torres
88370653,SC,Navegantes,,Rua Antonio Bernardo Schaufert
57046144,AL,Maceió,82,Rua Ailton Torres
57046144,AL,Maceió,82,Rua Ailton Torres
88370653,SC,Navegantes,,Rua Antonio Bernardo Schaufert
31250550,MG,Belo Horizonte,31,Avenida Manoel Gomes
63800000,CE,Quixeramobim,88,NE
12800000,SP,Queluz,12,NE
40440520,BA,Salvador,71,Rua Jardim Castro Alves
12800000,SP,Queluz,12,NE
8750080.0,NE,NE,NE,NE
8750080.0,NE,NE,NE,NE
9781170.0,NE,NE,NE,NE
8750080.0,NE,NE,NE,NE
38465000,MG,Araporã,34,NE
55611010,PE,Vitória de Santo Antão,81,Rua Professora Eunice de Vasconcelos Xavier
38930000,MG,Medeiros,,NE
5145100.0,NE,NE,NE,NE
85819220,PR,Cascavel,45,Rua Odontologia
72015510,DF,Brasília,61,Quadra QSB 1
67213300.0,NE,NE,NE,NE
40365475,BA,Salvador,71,Baixa Paulista
40365475,BA,Salvador,71,Baixa Paulista
6813125.0,NE,NE,NE,NE
6813125.0,NE,NE,NE,NE
59151250,RN,Parnamirim,84,Avenida Abel Cabral
6813125.0,NE,NE,NE,NE
6813125.0,NE,NE,NE,NE
59151250,RN,Parnamirim,84,Avenida Abel Cabral
27286200,RJ,Volta Redonda,24,Rua Joaquim Pacheco
18540000,SP,Porto Feliz,15,NE
27286200,RJ,Volta Redonda,24,Rua Joaquim Pacheco
41310098.0,NE,NE,NE,NE
27286200,RJ,Volta Redonda,24,Rua Joaquim Pacheco
27286200,RJ,Volta Redonda,24,Rua Joaquim Pacheco
88103710,SC,São José,48,Rua Oscar Teodoro da Silva
12944490,SP,Atibaia,11,Avenida João de Oliveira Leme
75460000,GO,Nerópolis,,NE
71882164,DF,Brasília,61,Quadra QC 4 Conjunto 14
42841788,BA,Camaçari,71,Rua da Cachoeirinha
16670574.0,NE,NE,NE,NE
11075672,SP,Santos,13,Rua Carlos Gomes
68400000,PA,Cametá,91,NE
11075672,SP,Santos,13,Rua Carlos Gomes
88165044,SC,Biguaçu,48,Rua 13 de Maio
65570000,MA,Araióses,,NE
19911725,SP,Ourinhos,14,Rua Barão do Rio Branco
66077291,PA,Belém,91,Rua Lauro Sodré
66077291,PA,Belém,91,Rua Lauro Sodré
19911725,SP,Ourinhos,14,Rua Barão do Rio Branco
9851240.0,NE,NE,NE,NE
4280000.0,NE,NE,NE,NE
65370000,MA,Pindaré Mirim,,NE
65370000,MA,Pindaré Mirim,,NE
68590000,PA,Jacundá,94,NE
21321620,RJ,Rio de Janeiro,21,Rua Barão
2672021.0,NE,NE,NE,NE
88220000,SC,Itapema,,NE
78125070,MT,Várzea Grande,65,Rua Santa Genoveva
50670260,PE,Recife,81,Rua do Bom Pastor
21321620,RJ,Rio de Janeiro,21,Rua Barão
63020725,CE,Juazeiro do Norte,88,Rua Tabelião Luiz Teófilo Machado
17400000,SP,Garça,14,NE
44330000,BA,São Gonçalo dos Campos,75,NE
60710210,CE,Fortaleza,85,Travessa Pitaguary
42825016,BA,Camaçari,71,Rua Sucupió
14460970,SP,Cristais Paulista,16,Rua José Pedro de Faria 370
42825016,BA,Camaçari,71,Rua Sucupió
56395000,PE,Lagoa Grande,,NE
55460000,PE,Cupira,81,NE
65550408.0,NE,NE,NE,NE
8500300.0,NE,NE,NE,NE
56395000,PE,Lagoa Grande,,NE
8050180.0,NE,NE,NE,NE
88310500,SC,Itajaí,47,Rua Amapá
62300000,CE,Viçosa do Ceará,88,NE
13845144,SP,Mogi Guaçu,19,Rua Abramo Junqueira Strazzacappa
75955000,GO,Indiara,,NE
27323160,RJ,Barra Mansa,24,Praça Minas Gerais
27966590,RJ,Macaé,22,Avenida Juiz de Fora
74705220,GO,Goiânia,62,Rua Otawa
74705220,GO,Goiânia,62,Rua Otawa
74705220,GO,Goiânia,62,Rua Otawa
25041170,RJ,Duque de Caxias,21,Rua Sambaitiba
68638000,PA,Rondon do Pará,94,NE
64788000,PI,Fartura do Piauí,,NE
76860000,RO,Candeias do Jamari,,NE
25041170,RJ,Duque de Caxias,21,Rua Sambaitiba
68909050,AP,Macapá,96,Rua Francisco Xavier das Chagas
25041170,RJ,Duque de Caxias,21,Rua Sambaitiba
68909050,AP,Macapá,96,Rua Francisco Xavier das Chagas
29906130,ES,Linhares,27,Rua Juerana
25041170,RJ,Duque de Caxias,21,Rua Sambaitiba
64788000,PI,Fartura do Piauí,,NE
88820000,SC,Içara,,NE
88820000,SC,Içara,,NE
24421160,RJ,São Gonçalo,21,Rua Guilhermina Maia
42711480,BA,Lauro de Freitas,71,3ª Travessa da Mangueira
44004560,BA,Feira de Santana,75,Rua Netuno
42711480,BA,Lauro de Freitas,71,3ª Travessa da Mangueira
72255209,DF,Brasília,61,Quadra QNO 12 Área Especial I
27600000,RJ,Valença,24,NE
61602320,CE,Caucaia,85,Rua São Francisco
7790820.0,NE,NE,NE,NE
38052158,MG,Uberaba,34,Rua Geni Rodrigues da Cunha
44032398,BA,Feira de Santana,75,Rua Visconde Itaboraí
61602320,CE,Caucaia,85,Rua São Francisco
18081170,SP,Sorocaba,15,Rua Doutor Fernando Santos
8120470.0,NE,NE,NE,NE
8120470.0,NE,NE,NE,NE
29032379,ES,Vitória,27,Rua Jorge Rosa
73035074,DF,Brasília,61,Quadra Quadra 7 Conjunto D
14840000,SP,Guariba,16,NE
82600300,PR,Curitiba,41,Rua Acácio Fernandes
13173220,SP,Sumaré,19,Rua Anna Pereira Eichemberger
37270000,MG,Campo Belo,35,NE
24130275,RJ,Niterói,21,Travessa José Ladeira
79009700,MS,Campo Grande,67,Rua Onofre Luiz de Carvalho
64500000,PI,Oeiras,89,NE
12310006,SP,Jacareí,12,Rua Príncipe Pedro IV Gastão
29180214,ES,Serra,27,Rua Terezina
60710790,CE,Fortaleza,85,Rua Bélgica
13408022,SP,Piracicaba,19,Avenida Euclides Figueiredo
13408220,SP,Piracicaba,19,Rua Olegário Malaguetta
78145841,MT,Várzea Grande,65,Rua Benedito Godoy França
32623048,MG,Betim,31,Rua São Bernardo
37530000,MG,Brazópolis,,NE
25911300,RJ,Magé,21,Rua Rio Bonito
7124350.0,NE,NE,NE,NE
15048560.0,NE,NE,NE,NE
79042010,MS,Campo Grande,67,Rua José Nogueira Vieira
72130440,DF,Brasília,61,Quadra QNG 44
65284000,MA,Governador Nunes Freire,98,NE
42821810,BA,Camaçari,71,Rua dos Laços
65284000,MA,Governador Nunes Freire,98,NE
42821810,BA,Camaçari,71,Rua dos Laços
65284000,MA,Governador Nunes Freire,98,NE
65284000,MA,Governador Nunes Freire,98,NE
58430800,PB,Campina Grande,83,Avenida Juvêncio Arruda
3070000.0,NE,NE,NE,NE
3070000.0,NE,NE,NE,NE
13940000,SP,Águas de Lindóia,19,NE
78005300,MT,Cuiabá,65,Rua Barão de Melgaço
58705144,PB,Patos,83,Rua José Clementino
13051162,SP,Campinas,19,Rua Áurea Von Zuben Baraccat
65916025,MA,Imperatriz,99,Rua Rafael de Almeida
78635000,MT,Água Boa,,NE
95074800,RS,Caxias do Sul,54,Rua Evelina Blanco Garagorry
66840580,PA,Belém,91,Rua Osvaldo Rodrigues
0.0,NE,NE,NE,NE
88390000,SC,Barra Velha,47,NE
861158.0,NE,NE,NE,NE
72130440,DF,Brasília,61,Quadra QNG 44
60811285,CE,Fortaleza,85,Rua Plínio Monteiro
58100120,PB,Cabedelo,,Rua Liberato José de Miranda
96150000,RS,Morro Redondo,,NE
96150000,RS,Morro Redondo,,NE
57240090,AL,São Miguel dos Campos,82,Rua José Antônio da Cruz
25571110,RJ,São João de Meriti,21,Rua Manaus
8470590.0,NE,NE,NE,NE
11701100,SP,Praia Grande,13,Rua Mococa
11701100,SP,Praia Grande,13,Rua Mococa
27523090,RJ,Resende,24,Avenida Antenor O'Reilly de Souza Júnior
89035180,SC,Blumenau,47,Rua Edith Gaertner
4728180.0,NE,NE,NE,NE
91790750,RS,Porto Alegre,51,Estrada Chácara do Banco
13219655,SP,Jundiaí,11,Avenida Nami Azem
9350585.0,NE,NE,NE,NE
9932080.0,NE,NE,NE,NE
37140000,MG,Areado,35,NE
32450000,MG,Sarzedo,31,NE
9854380.0,NE,NE,NE,NE
29119332,ES,Vila Velha,27,Rua Papa João Paulo II
76929000,RO,Urupá,,NE
76520000,GO,Nova Crixás,,NE
76929000,RO,Urupá,,NE
69380000,RR,Bonfim,,NE
3610000.0,NE,NE,NE,NE
3610000.0,NE,NE,NE,NE
3610000.0,NE,NE,NE,NE
41213470,BA,Salvador,71,Rua Samuel
28995856,RJ,Saquarema,22,Rua Jorge Luiz Souza Terra
26012170,RJ,Nova Iguaçu,21,Rua Silva Couto
26012170,RJ,Nova Iguaçu,21,Rua Silva Couto
44066342,BA,Feira de Santana,75,Rua Corunha
6296100.0,NE,NE,NE,NE
6296100.0,NE,NE,NE,NE
6296100.0,NE,NE,NE,NE
60685.0,NE,NE,NE,NE
11088300,SP,Santos,13,Avenida Brigadeiro Faria Lima
12243020,SP,São José dos Campos,12,Rua Comendador Remo Cesaroni
32183680,MG,Contagem,31,Avenida Wilson Tavares Ribeiro
79950000,MS,Naviraí,67,NE
75090320,GO,Anápolis,62,Rua JP 17
75064010,GO,Anápolis,62,Avenida Bernardo Sayão
65630000.0,NE,NE,NE,NE
18160000,SP,Salto de Pirapora,15,NE
69054734,AM,Manaus,92,Rua José Pinto Correa
25550161,RJ,São João de Meriti,21,Rua Florisbela
98920000,RS,Horizontina,55,NE
25550161,RJ,São João de Meriti,21,Rua Florisbela
68909628,AP,Macapá,96,Rua Quilombo do Curiaú
8265310.0,NE,NE,NE,NE
8265310.0,NE,NE,NE,NE
88343840,SC,Camboriú,,Rua Rio Ipiranga
32340350,MG,Contagem,31,Rua Mônaco
21645290,RJ,Rio de Janeiro,21,Rua Huron
22763020,RJ,Rio de Janeiro,21,Rua Cabo Ernesto
50760002,PE,Recife,81,Rua Capitão Adolfo Táquis
58434050,PB,Campina Grande,83,Rua José Luis Fernandes
29908025,ES,Linhares,27,Avenida Antenor Elias
50760002,PE,Recife,81,Rua Capitão Adolfo Táquis
58400300,PB,Campina Grande,83,Rua Sebastião Donato
58434050,PB,Campina Grande,83,Rua José Luis Fernandes
86620000,PR,Guaraci,,NE
47802364,BA,Barreiras,77,Rua São Cristóvão
78555887,MT,Sinop,66,Rua JB 09
78555887,MT,Sinop,66,Rua JB 09
58434050,PB,Campina Grande,83,Rua José Luis Fernandes
40230040,BA,Salvador,71,Rua Ferreira Santos
69090020,AM,Manaus,92,Rua Tupi
84200000,PR,Jaguariaíva,,NE
27211320,RJ,Volta Redonda,24,Rua Califórnia
84200000,PR,Jaguariaíva,,NE
84200000,PR,Jaguariaíva,,NE
65555000,MA,Santana do Maranhão,,NE
40230040,BA,Salvador,71,Rua Ferreira Santos
92990000,RS,Eldorado do Sul,51,NE
2060000.0,NE,NE,NE,NE
4087004.0,NE,NE,NE,NE
4087004.0,NE,NE,NE,NE
66030030,PA,Belém,91,Passagem Doutor Veiga
68376804,PA,Altamira,93,Rua Tambaqui
78470000,MT,Rosário Oeste,,NE
14806090,SP,Araraquara,16,Avenida Doutor Miguel Couto
14806090,SP,Araraquara,16,Avenida Doutor Miguel Couto
33600000,MG,Pedro Leopoldo,31,NE
68537000,PA,Canaã dos Carajás,94,NE
83701500,PR,Araucária,41,Rua Potinga
68537000,PA,Canaã dos Carajás,94,NE
75145450,GO,Anápolis,62,Rua Sandra Carneiro
68537000,PA,Canaã dos Carajás,94,NE
65800000,MA,Balsas,99,NE
15920000,SP,Vista Alegre do Alto,16,NE
78060000,MT,Cuiabá,65,Avenida Miguel Sutil
25060280,RJ,Duque de Caxias,21,Rua João Alves Torres Filho
68360000,PA,Senador José Porfírio,,NE
45330000,BA,Cravolândia,,NE
65051480,MA,São Luís,98,Praça Magalhães Taques
45330000,BA,Cravolândia,,NE
65071300,MA,São Luís,98,Rua Santo Antônio
45330000,BA,Cravolândia,,NE
45330000,BA,Cravolândia,,NE
45330000,BA,Cravolândia,,NE
45330000,BA,Cravolândia,,NE
8400000.0,NE,NE,NE,NE
74863180,GO,Goiânia,62,Rua Piratininga
74863180,GO,Goiânia,62,Rua Piratininga
75555000,GO,Vicentinópolis,,NE
23905010,RJ,Angra dos Reis,24,Rua Prefeito João Gregório Galindo
7.0,NE,NE,NE,NE
8220680.0,NE,NE,NE,NE
75255645,GO,Senador Canedo,62,Rua SC 1
8220680.0,NE,NE,NE,NE
79034520,MS,Campo Grande,67,Rua Marquês de Leão
28893519,RJ,Rio das Ostras,22,Rua Euclides Ribeiro da Silva
18380000,SP,Ribeira,,NE
69029070,AM,Manaus,92,Rua Miguel Ribas
16201186,SP,Birigüi,,Rua Francisco Garcia Vera
74115040,GO,Goiânia,62,Rua 1
4116240.0,NE,NE,NE,NE
28926804,RJ,Cabo Frio,22,Rua Gargoá
4116240.0,NE,NE,NE,NE
57242091,AL,São Miguel dos Campos,82,Rua José Cesar Teixeira
72130440,DF,Brasília,61,Quadra QNG 44
32684395,MG,Betim,31,Rua José Gomes Ferreira
32342050,MG,Contagem,31,Rua Gouveia
32342050,MG,Contagem,31,Rua Gouveia
84071616,PR,Ponta Grossa,42,Rua Victor Becher
4248000.0,NE,NE,NE,NE
18074150,SP,Sorocaba,15,Rua Agustinho Bertola
13197206.0,NE,NE,NE,NE
18074150,SP,Sorocaba,15,Rua Agustinho Bertola
45810000,BA,Porto Seguro,73,NE
28970000,RJ,Araruama,22,NE
69048610,AM,Manaus,92,Rua Minduri
44034282,BA,Feira de Santana,75,Caminho 21
69048610,AM,Manaus,92,Rua Minduri
69048610,AM,Manaus,92,Rua Minduri
